0.00 1 0.0  0 0
54.90 49.4089 133.0  27137760 1.9986909090909095
55.00 50.391 133.0  27172490 4.1291636363636375
55.10 51.1984 133.0  27229870 4.1291636363636375
55.20 51.6651 131.0  27306880 4.1291636363636375
55.30 52.3574 133.0  27371810 4.1291636363636375
55.40 53.3415 133.0  27411070 4.1291636363636375
55.50 54.1971 133.0  27465430 4.1291636363636375
55.60 54.6931 131.0  27546970 4.1291636363636375
55.70 55.3114 133.0  27616430 4.1291636363636375
55.80 56.2971 134.0  27655690 4.1291636363636375
55.90 57.1085 136.0  27714580 4.1291636363636375
56.00 57.5447 138.0  27800650 4.1291636363636375
56.10 58.2701 139.0  27853500 4.9528000000000008
56.20 59.2572 141.0  27888230 4.9528000000000008
56.30 59.7447 143.00000000000003  27977320 4.9528000000000008
56.40 60.2448 144.00000000000003  28046780 4.9528000000000008
56.50 61.2328 146.0  28078490 4.9528000000000008
56.60 61.8018 147.0  28160030 4.9528000000000008
56.70 62.2211 149.0  28232510 4.9528000000000008
56.80 63.2098 151.0  28261200 4.9528000000000008
56.90 63.7455 152.0  28348780 4.9528000000000008
57.00 64.1989 153.0  28412200 4.9528000000000008
57.10 65.1883 156.0  28445420 4.9528000000000008
57.20 65.5555 157.0  28543570 5.0186909090909104
57.30 66.178 158.0  28587360 5.0186909090909104
57.40 67.0488 160.0  28643230 5.0186909090909104
57.50 67.2573 161.0  28733830 5.0186909090909104
57.60 68.1583 163.0  28754970 5.0186909090909104
57.70 68.6845 164.0  28847080 5.0186909090909104
57.80 69.1489 165.0  28899930 5.0186909090909104
57.90 70.0684 167.0  28951270 5.0186909090909104
58.00 70.2253 168.0  29041870 5.0186909090909104
58.10 71.1309 170.0  29058480 5.0186909090909104
58.20 71.5514 172.0  29164180 5.0186909090909104
58.30 72.1222 173.00000000000003  29198910 4.766109090909092
58.40 72.826 174.00000000000003  29272900 4.766109090909092
58.50 73.1138 175.00000000000003  29336320 4.766109090909092
58.60 74.0786 177.0  29383130 4.766109090909092
58.70 74.1865 178.0  29473730 4.766109090909092
58.80 75.0976 180.0  29494870 4.766109090909092
58.90 75.3768 181.0  29608120 4.766109090909092
59.00 76.0899 182.0  29617180 4.766109090909092
59.10 76.5485 184.0  29722880 4.766109090909092
59.20 77.0823 184.0  29750060 4.766109090909092
59.30 77.6768 186.0  29839150 4.766109090909092
59.40 78.0749 186.0  29879920 4.9528000000000008
59.50 78.789 188.0  29956930 4.9528000000000008
59.60 79.0677 189.0  30011290 4.9528000000000008
59.70 79.8857 190.0  30067160 4.9528000000000008
59.80 1 190.0  30067160 4.9528000000000008
59.90 1 190.0  30189470 4.9528000000000008
60.00 2 189.0  30192490 4.9528000000000008
60.10 4 176.0  30194000 4.9528000000000008
60.20 8 158.0  30198530 4.9528000000000008
60.30 12 148.0  30210610 4.9528000000000008
60.40 16 142.00000000000003  30234770 4.9528000000000008
60.50 32 139.0  30243830 2.6466181818181824
60.60 39.636 146.0  30283090 2.6466181818181824
60.70 39.8374 138.0  30341980 2.6466181818181824
60.80 40.6084 140.0  30396340 2.6466181818181824
60.90 41.582 133.0  30417480 2.6466181818181824
61.00 42.5098 133.0  30464290 2.6466181818181824
61.10 42.8613 131.0  30527710 2.6466181818181824
61.20 43.5329 133.0  30589620 2.6466181818181824
61.30 44.5099 133.0  30615290 2.6466181818181824
61.40 45.488 133.0  30659080 2.6466181818181824
61.50 45.8821 131.0  30727030 2.6466181818181824
61.60 46.4669 133.0  30796490 4.019345454545455
61.70 47.4468 133.0  30825180 4.019345454545455
61.80 48.4274 133.0  30867460 4.019345454545455
61.90 48.8797 131.0  30939940 4.019345454545455
62.00 49.4089 133.0  31013930 4.019345454545455
62.10 50.391 133.0  31050170 4.019345454545455
62.20 51.3739 133.0  31089430 4.019345454545455
62.30 51.8969 131.0  31166440 4.019345454545455
62.40 52.3765 132.0  31244960 4.019345454545455
62.50 53.3415 133.0  31288750 4.019345454545455
62.60 54.3262 133.0  31329520 4.019345454545455
62.70 54.9121 131.0  31406530 4.4366545454545463
62.80 55.3837 133.0  31489580 4.4366545454545463
62.90 56.2971 134.0  31533370 4.4366545454545463
63.00 57.2834 137.0  31574140 4.4366545454545463
63.10 57.7529 138.0  31660210 4.4366545454545463
63.20 58.2701 139.0  31731180 4.4366545454545463
63.30 59.2572 141.0  31765910 4.4366545454545463
63.40 59.9452 143.00000000000003  31836880 4.4366545454545463
63.50 60.3112 144.00000000000003  31924460 4.4366545454545463
63.60 61.2328 146.0  31954660 4.4366545454545463
63.70 61.9957 147.0  32019590 4.4366545454545463
63.80 62.3175 149.0  32110190 5.1175272727272736
63.90 63.2098 151.0  32138880 5.1175272727272736
64.00 63.9335 152.0  32208340 5.1175272727272736
64.10 64.1989 153.0  32289880 5.1175272727272736
64.20 65.1883 156.0  32315550 5.1175272727272736
64.30 65.7383 157.0  32403130 5.1175272727272736
64.40 66.178 158.0  32465040 5.1175272727272736
64.50 67.168 161.0  32502790 5.1175272727272736
64.60 67.4355 162.0  32603960 5.1175272727272736
64.70 68.1583 163.0  32632650 5.1175272727272736
64.80 68.859 164.0  32706640 5.1175272727272736
64.90 69.1489 165.0  32777610 4.8539636363636376
65.00 70.1398 168.0  32810830 4.8539636363636376
65.10 70.396 169.0  32916530 4.8539636363636376
65.20 71.1309 170.0  32936160 4.8539636363636376
65.30 71.719 172.0  33023740 4.8539636363636376
65.40 72.1222 173.00000000000003  33076590 4.8539636363636376
65.50 72.9906 174.00000000000003  33132460 4.8539636363636376
65.60 73.1138 175.00000000000003  33214000 4.8539636363636376
65.70 74.1056 177.0  33242690 4.8539636363636376
65.80 74.3481 179.0  33351410 4.8539636363636376
65.90 75.0976 180.0  33360470 4.8539636363636376
66.00 75.5358 181.0  33467680 5.0186909090909104
66.10 76.0899 182.0  33494860 5.0186909090909104
66.20 76.7051 184.0  33582440 5.0186909090909104
66.30 77.0823 184.0  33627740 5.0186909090909104
66.40 77.8312 186.0  33698710 5.0186909090909104
66.50 78.0749 186.0  33757600 5.0186909090909104
66.60 78.9412 188.0  33816490 5.0186909090909104
66.70 79.0677 189.0  33888970 5.0186909090909104
66.80 1 190.0  33926720 5.0186909090909104
66.90 1 190.0  33926720 5.0186909090909104
67.00 2 189.0  34049030 5.0186909090909104
67.10 2 189.0  34052050 4.2499636363636375
67.20 4 176.0  34058090 4.2499636363636375
67.30 8 158.0  34058090 4.2499636363636375
67.40 16 142.00000000000003  34070170 4.2499636363636375
67.50 16 142.00000000000003  34094330 4.2499636363636375
67.60 32 139.0  34121510 4.2499636363636375
67.70 39.636 146.0  34142650 4.2499636363636375
67.80 40.1376 139.0  34201540 4.2499636363636375
67.90 40.6084 140.0  34261940 4.2499636363636375
68.00 41.582 133.0  34295160 4.2499636363636375
68.10 42.5569 133.0  34323850 4.2499636363636375
68.20 43.1405 132.0  34387270 2.4379636363636368
68.30 43.5329 133.0  34452200 2.4379636363636368
68.40 44.5099 133.0  34492970 2.4379636363636368
68.50 45.488 133.0  34520150 2.4379636363636368
68.60 46.1429 133.0  34586590 2.4379636363636368
68.70 46.5529 132.0  34656050 2.4379636363636368
68.80 47.4468 133.0  34702860 2.4379636363636368
68.90 48.4274 133.0  34734570 2.4379636363636368
69.00 49.1246 132.0  34799500 2.4379636363636368
69.10 49.5706 131.0  34873490 2.4379636363636368
69.20 50.391 133.0  34927850 2.4379636363636368
69.30 51.3739 133.0  34964090 4.1950545454545463
69.40 52.1276 133.0  35026000 4.1950545454545463
69.50 52.6051 131.0  35104520 4.1950545454545463
69.60 53.3415 133.0  35166430 4.1950545454545463
69.70 54.3262 133.0  35207200 4.1950545454545463
69.80 55.1121 132.0  35266090 4.1950545454545463
69.90 55.6 133.0  35349140 4.1950545454545463
70.00 56.2971 134.0  35411050 4.1950545454545463
70.10 57.2834 137.0  35448800 4.1950545454545463
70.20 57.9603 138.0  35519770 4.1950545454545463
70.30 58.3558 139.0  35607350 4.1950545454545463
70.40 59.2572 141.0  35643590 4.9418181818181832
70.50 60.1451 144.00000000000003  35696440 4.9418181818181832
70.60 60.5098 145.0  35787040 4.9418181818181832
70.70 61.2328 146.0  35832340 4.9418181818181832
70.80 62.189 149.0  35879150 4.9418181818181832
70.90 62.5098 150.0  35972770 4.9418181818181832
71.00 63.2098 151.0  36016560 4.9418181818181832
71.10 64.121 153.0  36067900 4.9418181818181832
71.20 64.3856 155.0  36164540 4.9418181818181832
71.30 65.1883 156.0  36193230 4.9418181818181832
71.40 65.9206 157.0  36262690 4.9418181818181832
71.50 66.178 158.0  36342720 5.0845818181818192
71.60 67.168 161.0  36363860 5.0845818181818192
71.70 67.6132 162.0  36463520 5.0845818181818192
71.80 68.1583 163.0  36510330 5.0845818181818192
71.90 69.0331 164.0  36566200 5.0845818181818192
72.00 69.2212 166.0  36655290 5.0845818181818192
72.10 70.1398 168.0  36671900 5.0845818181818192
72.20 70.5662 169.0  36776090 5.0845818181818192
72.30 71.1309 170.0  36813840 5.0845818181818192
72.40 71.8861 172.0  36883300 5.0845818181818192
72.50 72.1222 173.00000000000003  36952760 5.0845818181818192
72.60 73.1138 175.00000000000003  36992020 4.7221818181818191
72.70 73.2778 176.0  37091680 4.7221818181818191
72.80 74.1056 177.0  37103760 4.7221818181818191
72.90 74.5094 179.0  37213990 4.7221818181818191
73.00 75.0976 180.0  37238150 4.7221818181818191
73.10 75.6945 181.0  37327240 4.7221818181818191
73.20 76.0899 182.0  37372540 4.7221818181818191
73.30 76.8614 184.0  37442000 4.7221818181818191
73.40 77.0823 184.0  37505420 4.7221818181818191
73.50 77.9852 186.0  37558270 4.7221818181818191
73.60 78.0749 186.0  37635280 4.7221818181818191
73.70 79.0677 189.0  37676050 4.9747636363636376
73.80 79.1436 190.0  37766650 4.9747636363636376
73.90 1 190.0  37786280 4.9747636363636376
74.00 1 190.0  37786280 4.9747636363636376
74.10 2 189.0  37908590 4.9747636363636376
74.20 2 189.0  37911610 4.9747636363636376
74.30 4 176.0  37917650 4.9747636363636376
74.40 8 158.0  37917650 4.9747636363636376
74.50 16 142.00000000000003  37929730 4.9747636363636376
74.60 18 140.0  37953890 4.9747636363636376
74.70 32 139.0  37997680 4.9747636363636376
74.80 39.636 146.0  38006740 2.4050181818181824
74.90 40.4356 140.0  38061100 2.4050181818181824
75.00 40.7559 135.0  38121500 2.4050181818181824
75.10 41.582 133.0  38172840 2.4050181818181824
75.20 42.5569 133.0  38195490 2.4050181818181824
75.30 43.4178 133.0  38246830 2.4050181818181824
75.40 43.7849 131.0  38311760 2.4050181818181824
75.50 44.5099 133.0  38370650 2.4050181818181824
75.60 45.488 133.0  38397830 2.4050181818181824
75.70 46.4023 133.0  38446150 2.4050181818181824
75.80 46.7887 131.0  38515610 2.4050181818181824
75.90 47.4468 133.0  38580540 4.1730909090909103
76.00 48.4274 133.0  38612250 4.1730909090909103
76.10 49.3684 133.0  38659060 4.1730909090909103
76.20 49.8121 131.0  38733050 4.1730909090909103
76.30 50.391 133.0  38805530 4.1730909090909103
76.40 51.3739 133.0  38841770 4.1730909090909103
76.50 52.3574 133.0  38885560 4.1730909090909103
76.60 52.8328 131.0  38964080 4.1730909090909103
76.70 53.3415 133.0  39044110 4.1730909090909103
76.80 54.3262 133.0  39084880 4.1730909090909103
76.90 55.3114 133.0  39125650 4.1730909090909103
77.00 55.8154 133.0  39208700 4.5684363636363647
77.10 56.2971 134.0  39288730 4.5684363636363647
77.20 57.2834 137.0  39326480 4.5684363636363647
77.30 58.167 139.0  39379330 4.5684363636363647
77.40 58.5611 140.0  39466910 4.5684363636363647
77.50 59.2572 141.0  39521270 4.5684363636363647
77.60 60.2448 144.00000000000003  39556000 4.5684363636363647
77.70 60.7078 145.0  39646600 4.5684363636363647
77.80 61.2328 146.0  39710020 4.5684363636363647
77.90 62.2211 149.0  39740220 4.5684363636363647
78.00 62.7015 150.0  39832330 4.5684363636363647
78.10 63.2098 151.0  39894240 4.985745454545456
78.20 64.1989 153.0  39927460 4.985745454545456
78.30 64.5717 155.0  40024100 4.985745454545456
78.40 65.1883 156.0  40070910 4.985745454545456
78.50 66.1024 158.0  40122250 4.985745454545456
78.60 66.344 159.0  40220400 4.985745454545456
78.70 67.168 161.0  40241540 4.985745454545456
78.80 67.7905 162.0  40323080 4.985745454545456
78.90 68.1583 163.0  40388010 4.985745454545456
79.00 69.1489 165.0  40425760 4.985745454545456
79.10 69.3944 167.0  40529950 4.985745454545456
79.20 70.1398 168.0  40549580 4.766109090909092
79.30 70.7361 169.0  40635650 4.766109090909092
79.40 71.1309 170.0  40691520 4.766109090909092
79.50 72.0529 172.0  40742860 4.766109090909092
79.60 72.1915 173.00000000000003  40830440 4.766109090909092
79.70 73.1138 175.00000000000003  40851580 4.766109090909092
79.80 73.4414 176.0  40961810 4.766109090909092
79.90 74.1056 177.0  40981440 4.766109090909092
80.00 74.6703 179.0  41073550 4.766109090909092
80.10 75.0976 180.0  41115830 4.766109090909092
80.20 75.8529 181.0  41186800 4.766109090909092
80.30 76.0899 182.0  41250220 5.0955636363636376
80.40 77.0174 184.0  41301560 5.0955636363636376
80.50 77.0823 184.0  41381590 5.0955636363636376
80.60 78.0749 186.0  41417830 5.0955636363636376
80.70 78.1901 188.0  41512960 5.0955636363636376
80.80 79.0677 189.0  41535610 5.0955636363636376
80.90 79.2951 190.0  41644330 5.0955636363636376
81.00 1 190.0  41645840 5.0955636363636376
81.10 1 190.0  41768150 5.0955636363636376
81.20 2 189.0  41768150 5.0955636363636376
81.30 4 176.0  41771170 5.0955636363636376
81.40 4 176.0  41777210 3.8326545454545462
81.50 8 158.0  41789290 3.8326545454545462
81.60 16 142.00000000000003  41789290 3.8326545454545462
81.70 30 138.0  41813450 3.8326545454545462
81.80 32 139.0  41861770 3.8326545454545462
81.90 39.636 146.0  41884420 3.8326545454545462
82.00 40.6084 140.0  41920660 3.8326545454545462
82.10 41.0494 133.0  41981060 3.8326545454545462
82.20 41.582 133.0  42042970 3.8326545454545462
82.30 42.5569 133.0  42073170 3.8326545454545462
82.40 43.5329 133.0  42106390 3.8326545454545462
82.50 44.0582 132.0  42171320 2.8662545454545461
82.60 44.5099 133.0  42237760 2.8662545454545461
82.70 45.488 133.0  42275510 2.8662545454545461
82.80 46.4669 133.0  42305710 2.8662545454545461
82.90 47.0445 132.0  42375170 2.8662545454545461
83.00 47.4678 132.0  42446140 2.8662545454545461
83.10 48.4274 133.0  42489930 2.8662545454545461
83.20 49.4089 133.0  42523150 2.8662545454545461
83.30 50.0525 132.0  42592610 2.8662545454545461
83.40 50.51 132.0  42668110 2.8662545454545461
83.50 51.3739 133.0  42719450 2.8662545454545461
83.60 52.3574 133.0  42757200 4.260945454545455
83.70 53.0595 132.0  42823640 4.260945454545455
83.80 53.5473 131.0  42903670 4.260945454545455
83.90 54.3262 133.0  42962560 4.260945454545455
84.00 55.3114 133.0  43001820 4.260945454545455
84.10 56.03 133.0  43068260 4.260945454545455
84.20 56.4922 135.0  43152820 4.260945454545455
84.30 57.2834 137.0  43204160 4.260945454545455
84.40 58.2701 139.0  43238890 4.260945454545455
84.50 58.7657 140.0  43326470 4.260945454545455
84.60 59.2572 141.0  43398950 4.260945454545455
84.70 60.2448 144.00000000000003  43432170 4.9088727272727279
84.80 60.9052 145.0  43506160 4.9088727272727279
84.90 61.2328 146.0  43587700 4.9088727272727279
85.00 62.2211 149.0  43617900 4.9088727272727279
85.10 62.8926 150.0  43691890 4.9088727272727279
85.20 63.2098 151.0  43771920 4.9088727272727279
85.30 64.1989 153.0  43797590 4.9088727272727279
85.40 64.7573 155.0  43883660 4.9088727272727279
85.50 65.1883 156.0  43948590 4.9088727272727279
85.60 66.178 158.0  43981810 4.9088727272727279
85.70 66.5247 159.0  44081470 4.9088727272727279
85.80 67.168 161.0  44119220 4.9967272727272736
85.90 67.9673 162.0  44182640 4.9967272727272736
86.00 68.173 163.0  44265690 4.9967272727272736
86.10 69.1489 165.0  44285320 4.9967272727272736
86.20 69.5671 167.0  44389510 4.9967272727272736
86.30 70.1398 168.0  44427260 4.9967272727272736
86.40 70.9056 169.0  44495210 4.9967272727272736
86.50 71.1309 170.0  44569200 4.9967272727272736
86.60 72.1222 173.00000000000003  44602420 4.9967272727272736
86.70 72.3437 174.00000000000003  44708120 4.9967272727272736
86.80 73.1138 175.00000000000003  44721710 4.9967272727272736
86.90 73.6046 176.0  44821370 5.1065454545454561
87.00 74.1056 177.0  44859120 5.1065454545454561
87.10 74.8308 179.0  44933110 5.1065454545454561
87.20 75.0976 180.0  44993510 5.1065454545454561
87.30 76.011 181.0  45046360 5.1065454545454561
87.40 76.0899 182.0  45127900 5.1065454545454561
87.50 77.0823 184.0  45161120 5.1065454545454561
87.60 77.2249 186.0  45259270 5.1065454545454561
87.70 78.0749 186.0  45277390 5.1065454545454561
87.80 78.3435 188.0  45390640 5.1065454545454561
87.90 79.0677 189.0  45396680 5.1065454545454561
88.00 79.4463 190.0  45505400 4.9747636363636376
88.10 1 190.0  45505400 4.9747636363636376
88.20 1 190.0  45627710 4.9747636363636376
88.30 2 189.0  45627710 4.9747636363636376
88.40 4 176.0  45630730 4.9747636363636376
88.50 4 176.0  45636770 4.9747636363636376
88.60 8 158.0  45648850 4.9747636363636376
88.70 16 142.00000000000003  45648850 4.9747636363636376
88.80 32 139.0  45673010 4.9747636363636376
88.90 32 139.0  45721330 4.9747636363636376
89.00 39.636 146.0  45762100 4.9747636363636376
89.10 40.6084 140.0  45781730 2.0096727272727275
89.20 41.3408 133.0  45840620 2.0096727272727275
89.30 41.6781 132.0  45902530 2.0096727272727275
89.40 42.5569 133.0  45950850 2.0096727272727275
89.50 43.5329 133.0  45975010 2.0096727272727275
89.60 44.3298 133.0  46030880 2.0096727272727275
89.70 44.7117 131.0  46097320 2.0096727272727275
89.80 45.488 133.0  46153190 2.0096727272727275
89.90 46.4669 133.0  46181880 2.0096727272727275
90.00 47.299 133.0  46234730 2.0096727272727275
90.10 47.72 131.0  46305700 2.0096727272727275
90.20 48.4274 133.0  46367610 4.260945454545455
90.30 49.4089 133.0  46400830 4.260945454545455
90.40 50.2917 133.0  46452170 4.260945454545455
90.50 50.7471 131.0  46527670 4.260945454545455
90.60 51.3739 133.0  46597130 4.260945454545455
90.70 52.3574 133.0  46634880 4.260945454545455
90.80 53.2852 133.0  46683200 4.260945454545455
90.90 53.771 131.0  46763230 4.260945454545455
91.00 54.3262 133.0  46838730 4.260945454545455
91.10 55.3114 133.0  46879500 4.260945454545455
91.20 56.2438 134.0  46927820 4.260945454545455
91.30 56.7043 135.0  47012380 4.6892363636363648
91.40 57.2834 137.0  47081840 4.6892363636363648
91.50 58.2701 139.0  47116570 4.6892363636363648
91.60 58.9696 140.0  47186030 4.6892363636363648
91.70 59.3584 142.00000000000003  47275120 4.6892363636363648
91.80 60.2448 144.00000000000003  47309850 4.6892363636363648
91.90 61.102 145.0  47365720 4.6892363636363648
92.00 61.4284 147.0  47457830 4.6892363636363648
92.10 62.2211 149.0  47495580 4.6892363636363648
92.20 63.0831 150.0  47551450 4.6892363636363648
92.30 63.3836 152.0  47646580 4.6892363636363648
92.40 64.1989 153.0  47675270 4.8210181818181832
92.50 64.9424 155.0  47743220 4.8210181818181832
92.60 65.2036 156.0  47826270 4.8210181818181832
92.70 66.178 158.0  47850430 4.8210181818181832
92.80 66.7048 159.0  47941030 4.8210181818181832
92.90 67.168 161.0  47996900 4.8210181818181832
93.00 68.1437 163.0  48042200 4.8210181818181832
93.10 68.3488 164.0  48143370 4.8210181818181832
93.20 69.1489 165.0  48163000 4.8210181818181832
93.30 69.7394 167.0  48249070 4.8210181818181832
93.40 70.1398 168.0  48304940 4.8210181818181832
93.50 71.0746 169.0  48354770 4.9418181818181832
93.60 71.2292 171.0  48446880 4.9418181818181832
93.70 72.1222 173.00000000000003  48461980 4.9418181818181832
93.80 72.5094 174.00000000000003  48570700 4.9418181818181832
93.90 73.1138 175.00000000000003  48599390 4.9418181818181832
94.00 73.7675 176.0  48680930 4.9418181818181832
94.10 74.1056 177.0  48736800 4.9418181818181832
94.20 74.991 179.0  48792670 4.9418181818181832
94.30 75.0976 180.0  48871190 4.9418181818181832
94.40 76.0899 182.0  48905920 4.9418181818181832
94.50 76.2474 184.0  49005580 4.9418181818181832
94.60 77.0823 184.0  49020680 4.8429818181818192
94.70 77.3801 186.0  49136950 4.8429818181818192
94.80 78.0749 186.0  49142990 4.8429818181818192
94.90 78.4965 188.0  49254730 4.8429818181818192
95.00 79.0677 189.0  49274360 4.8429818181818192
95.10 79.5972 190.0  49364960 4.8429818181818192
95.20 1 190.0  49364960 4.8429818181818192
95.30 1 190.0  49487270 4.8429818181818192
95.40 2 189.0  49490290 4.8429818181818192
95.50 4 176.0  49490290 4.8429818181818192
95.60 8 158.0  49496330 4.8429818181818192
95.70 8 158.0  49508410 3.5471272727272734
95.80 16 142.00000000000003  49522000 3.5471272727272734
95.90 32 139.0  49532570 3.5471272727272734
96.00 39.1025 136.0  49580890 3.5471272727272734
96.10 39.636 146.0  49639780 3.5471272727272734
96.20 40.6084 140.0  49659410 3.5471272727272734
96.30 41.582 133.0  49700180 3.5471272727272734
96.40 41.9651 131.0  49762090 3.5471272727272734
96.50 42.5569 133.0  49825510 3.5471272727272734
96.60 43.5329 133.0  49852690 3.5471272727272734
96.70 44.5099 133.0  49890440 3.5471272727272734
96.80 44.9794 131.0  49956880 3.2616000000000005
96.90 45.488 133.0  50024830 3.2616000000000005
97.00 46.4669 133.0  50058050 3.2616000000000005
97.10 47.4468 133.0  50094290 3.2616000000000005
97.20 47.9709 131.0  50165260 3.2616000000000005
97.30 48.4274 133.0  50237740 3.2616000000000005
97.40 49.4089 133.0  50278510 3.2616000000000005
97.50 50.391 133.0  50313240 3.2616000000000005
97.60 50.983 131.0  50387230 3.2616000000000005
97.70 51.4517 132.0  50464240 3.2616000000000005
97.80 52.3574 133.0  50512560 3.2616000000000005
97.90 53.3415 133.0  50551820 4.3268363636363647
98.00 53.9938 132.0  50622790 4.3268363636363647
98.10 54.4732 131.0  50704330 4.3268363636363647
98.20 55.3114 133.0  50757180 4.3268363636363647
98.30 56.2971 134.0  50796440 4.3268363636363647
98.40 56.9155 135.0  50871940 4.3268363636363647
98.50 57.3532 137.0  50958010 4.3268363636363647
98.60 58.2701 139.0  50994250 4.3268363636363647
98.70 59.1728 141.0  51045590 4.3268363636363647
98.80 59.5603 143.00000000000003  51134680 4.3268363636363647
98.90 60.2448 144.00000000000003  51187530 4.3268363636363647
99.00 61.2328 146.0  51225280 4.8978909090909104
99.10 61.6235 147.0  51317390 4.8978909090909104
99.20 62.2211 149.0  51373260 4.8978909090909104
99.30 63.2098 151.0  51411010 4.8978909090909104
99.40 63.5727 152.0  51506140 4.8978909090909104
99.50 64.1989 153.0  51552950 4.8978909090909104
99.60 65.1269 156.0  51602780 4.8978909090909104
99.70 65.3874 157.0  51700930 4.8978909090909104
99.80 66.178 158.0  51728110 4.8978909090909104
99.90 66.8845 159.0  51800590 4.8978909090909104
100.00 67.168 161.0  51874580 4.8978909090909104
